OverNumber,Bowlers_Name,Batsman_Name,Outcome,Runs,Delivery_Length,Delivery_Line,Delivery_type,Shot_type,Shot_Field_Position,Hit_type,Innings_No
15,Emrit,Babar Azam,Four,4,Unknown,Unknown,Unknown,Unknown,Point,Middled,1
12,Powell,Babar Azam,Single,1,FullLength,MiddleOrLegStump,SlowerBall,Flick,MidWicket,Middled,1
11,Williams,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,Cover,Middled,1
11,Williams,Babar Azam,Dot,0,Unknown,OnStump,SlowerBall,DefensiveShot,Unknown,Middled,1
11,Williams,Babar Azam,Four,4,GoodLength,Unknown,Unknown,Unknown,LegSide,Middled,1
11,Williams,Babar Azam,Single,1,GoodLength,Unknown,SlowerBall,Unknown,SquareLeg,Middled,1
10,Smith,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,DeepPoint,Middled,1
10,Smith,Babar Azam,Four,4,ShortLength,Unknown,Unknown,Unknown,Unknown,Middled,1
10,Smith,Babar Azam,Four,4,Unknown,Unknown,Unknown,Cut,ThirdMan,Middled,1
10,Smith,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,LongOn,Middled,1
9,Paul,Babar Azam,Single,1,FullToss,OnStump,Unknown,Unknown,LongOff,Middled,1
9,Paul,Babar Azam,Single,1,Unknown,Unknown,Yorker,Unknown,Unknown,Missed,1
9,Paul,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Unknown,Cover,Middled,1
8,Smith,Babar Azam,Single,1,Unknown,OutsideOffStump,Unknown,Pull,Unknown,Middled,1
8,Smith,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,DeepPoint,Middled,1
8,Smith,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Unknown,LongOn,Middled,1
7,Badree,Babar Azam,Single,1,ShortLength,Unknown,Unknown,Cut,Point,Middled,1
7,Badree,Babar Azam,Four,4,FullLength,MiddleOrLegStump,Unknown,Unknown,LongOn,Middled,1
6,Williams,Babar Azam,Four,4,ShortLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,1
6,Williams,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,1
6,Williams,Babar Azam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Cover,Middled,1
5,Badree,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,1
4,Emrit,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,LegSide,Middled,1
4,Emrit,Babar Azam,Four,4,Unknown,Unknown,Unknown,Drive,Cover,Middled,1
4,Emrit,Babar Azam,Four,4,GoodLength,Unknown,Unknown,Unknown,SquareLeg,OnThePads,1
4,Emrit,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Cut,Unknown,Missed,1
4,Emrit,Babar Azam,Four,4,ShortLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,1
3,Badree,Babar Azam,Single,1,Unknown,MiddleOrLegStump,Unknown,Unknown,LongOn,Middled,1
3,Badree,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Cut,Point,Middled,1
2,Emrit,Babar Azam,Single,1,Unknown,Unknown,Wide,Drive,MidOff,Middled,1
2,Emrit,Babar Azam,Double,2,GoodLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,1
1,Paul,Babar Azam,Double,2,FullLength,OnStump,FlickerBall,Flick,MidWicket,Middled,1
1,Paul,Babar Azam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Cover,Middled,1
13,Smith,Babar Azam,Out,-1,GoodLength,MiddleOrLegStump,Unknown,Flick,Unknown,Middled,2
13,Smith,Babar Azam,Four,4,FullLength,OutsideOffStump,Unknown,Drive,Cover,Middled,2
13,Smith,Babar Azam,Dot,0,ShortLength,OutsideOffStump,Unknown,Unknown,Point,Middled,2
13,Smith,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
12,McCarthy,Babar Azam,Single,1,FullLength,OnStump,Unknown,Unknown,MidWicket,Middled,2
12,McCarthy,Babar Azam,Single,1,Unknown,OnStump,Unknown,Unknown,DeepPoint,Middled,2
12,McCarthy,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Unknown,Cut,ThirdMan,Middled,2
12,McCarthy,Babar Azam,Double,2,FullLength,MiddleOrLegStump,Unknown,Drive,LongOn,Middled,2
12,McCarthy,Babar Azam,Four,4,Unknown,OutsideOffStump,Unknown,SquareDrive,BackwardPoint,Middled,2
11,Badree,Babar Azam,Single,1,FullLength,OnStump,Unknown,Unknown,LongOn,Middled,2
11,Badree,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Cut,ThirdMan,Middled,2
10,McCarthy,Babar Azam,Single,1,ShortLength,OutsideOffStump,Unknown,Pull,LongOn,Middled,2
10,McCarthy,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,LongOn,Middled,2
10,McCarthy,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Unknown,Cut,Point,Middled,2
9,Badree,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Unknown,Unknown,LongOff,Middled,2
9,Badree,Babar Azam,Double,2,ShortLength,MiddleOrLegStump,FlickerBall,Flick,MidWicket,Middled,2
9,Badree,Babar Azam,Single,1,FullToss,MiddleOrLegStump,Unknown,Drive,LongOff,Middled,2
8,Mohammed,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Unknown,LongOn,Middled,2
8,Mohammed,Babar Azam,Single,1,FullLength,OnStump,Unknown,Unknown,BackwardSquareLeg,Middled,2
8,Mohammed,Babar Azam,Dot,0,ShortLength,OutsideOffStump,Unknown,Cut,Point,Middled,2
8,Mohammed,Babar Azam,Four,4,Unknown,OutsideOffStump,Unknown,Pull,MidWicket,Middled,2
7,Badree,Babar Azam,Single,1,FullLength,OnStump,Unknown,Drive,LongOff,Middled,2
7,Badree,Babar Azam,Single,1,ShortLength,OutsideOffStump,Unknown,Cut,DeepExtraCover,Middled,2
6,Emrit,Babar Azam,Dot,0,ShortLength,outsideOffStump,Unknown,Unknown,Unknown,Middled,2
5,Badree,Babar Azam,Dot,0,FullLength,LegStump,Unknown,Unknown,MidOn,Middled,2
5,Badree,Babar Azam,Double,2,GoodLength,MiddleOrLegStump,Unknown,Flick,Unknown,Middled,2
5,Badree,Babar Azam,Double,2,FullLength,LegStump,Unknown,SquareDrive,Unknown,Middled,2
5,Badree,Babar Azam,Dot,0,FullLength,MiddleOrLegStump,Unknown,Unknown,FineLeg,Middled,2
5,Badree,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Unknown,Flick,SquareLeg,Middled,2
4,Smith,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,2
4,Smith,Babar Azam,Four,4,GoodLength,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
4,Smith,Babar Azam,Four,4,ShortLength,OutsideOffStump,Unknown,Unknown,Point,Middled,2
3,Paul,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Pull,MidWicket,Middled,2
3,Paul,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,MidOn,Middled,2
2,Emrit,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
2,Emrit,Babar Azam,Four,4,Unknown,OutsideOffStump,Unknown,Cut,Point,Middled,2
1,Paul,Babar Azam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Unknown,Middled,2
1,Paul,Babar Azam,Dot,0,FullLength,Unknown,Unknown,Unknown,Cover,Middled,2
1,Paul,Babar Azam,Dot,0,FullLength,OnStump,Unknown,Unknown,MidOff,Middled,2
20,Coulter-Nile,Babar Azam,Single,1,Unknown,Unknown,Yorker,Unknown,Point,Middled,1
19,Tye,Babar Azam,Double,2,GoodLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,1
19,Tye,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,Cover,Edged,1
18,Stanlake,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,1
18,Stanlake,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,1
18,Stanlake,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
17,Tye,BabarAzam,Single,1,Unknown,Unknown,Bouncer,Unknown,SquareLeg,Middled,1
16,Coulter-Nile,BabarAzam,Single,1,Unknown,OffStump,SlowerBall,Unknown,LongOn,Middled,1
16,Coulter-Nile,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,Point,Middled,1
16,Coulter-Nile,BabarAzam,Double,2,ShortLength,Unknown,Unknown,Pull,ThirdMan,Edged,1
16,Coulter-Nile,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,ThirdMan,Middled,1
16,Coulter-Nile,BabarAzam,Six,6,FullLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
15,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,1
15,Zampa,BabarAzam,Double,2,FullLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
14,Short,BabarAzam,Single,1,FullLength,OutsideOffStump,Unknown,Unknown,Point,Middled,1
14,Short,BabarAzam,Single,1,FullLength,LegStump,Unknown,Unknown,MidWicket,Middled,1
13,Zampa,BabarAzam,Single,1,FullLength,OnStumps,Unknown,Drive,LongOff,Middled,1
13,Zampa,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
13,Zampa,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
12,Short,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,OnThePads,1
12,Short,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
12,Short,BabarAzam,Single,1,FullLength,LegStump,Unknown,Unknown,SquareLeg,Middled,1
12,Short,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Cover,Middled,1
11,Tye,BabarAzam,Four,4,GoodLength,OutsideOffStump,Unknown,Unknown,WicketKeeper,Middled,1
11,Tye,BabarAzam,Single,1,Unknown,Unknown,SlowerBall,Unknown,LongOn,Middled,1
11,Tye,BabarAzam,Dot,0,Unknown,Unknown,Bouncer,Unknown,MidWicket,Middled,1
11,Tye,BabarAzam,Single,1,FullLength,LegStump,Unknown,Flick,SquareLeg,Middled,1
10,Zampa,BabarAzam,Single,1,ShortLength,OutsideOffStump,Unknown,Unknown,Point,Middled,1
10,Zampa,BabarAzam,Single,1,FullToss,Unknown,Unknown,Unknown,LongOn,Middled,1
10,Zampa,BabarAzam,Single,1,ShortLength,OutsideOffStump,Unknown,Unknown,LongOff,Middled,1
9,Agar,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,1
9,Agar,BabarAzam,Single,1,ShortLength,LegStump,Unknown,Unknown,LongOn,Middled,1
8,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,1
8,Zampa,BabarAzam,Single,1,FullLength,LegStump,Unknown,Unknown,FineLeg,Middled,1
7,Stanlake,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
7,Stanlake,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,ThirdMan,Middled,1
6,Agar,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,Cover,Middled,1
6,Agar,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,OnThePads,1
6,Agar,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,FineLeg,OnThePads,1
6,Agar,BabarAzam,Four,4,ShortLength,OutsideOffStump,Unknown,Unknown,Cover,Middled,1
5,Stanlake,BabarAzam,Single,1,ShortLength,OutsideOffStump,Bouncer,Unknown,ThirdMan,Middled,1
5,Stanlake,BabarAzam,Wide,1,FullLength,Unknown,Unknown,Unknown,Unknown,Middled,1
5,Stanlake,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,MidOn,Middled,1
4,Tye,BabarAzam,Single,1,FullLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,1
4,Tye,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,Unknown,Middled,1
4,Tye,BabarAzam,Dot,0,Unknown,Unknown,SlowerBall,DefensiveShot,Cover,Middled,1
3,Coulter-Nile,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,SquareLeg,Middled,1
3,Coulter-Nile,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,ThirdMan,Middled,1
3,Coulter-Nile,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
3,Coulter-Nile,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,Cover,Middled,1
2,Stanlake,BabarAzam,Single,1,Unknown,Unknown,InSwinger,Unknown,FineLeg,OnThePads,1
2,Stanlake,BabarAzam,Four,4,HalfVolley,Unknown,Unknown,Unknown,MidWicket,OnThePads,1
2,Stanlake,BabarAzam,Dot,0,FullToss,Unknown,Unknown,Unknown,MidOn,Middled,1
2,Stanlake,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,MidOff,Middled,1
1,Coulter-Nile,BabarAzam,Dot,0,ShortLength,OutsideOffStump,Unknown,Unknown,MidOn,Middled,1
1,Coulter-Nile,BabarAzam,Three,3,Unknown,OutsideOffStump,Unknown,Unknown,Cover,Middled,1
16,Short,BabarAzam,Out,0,Unknown,Unknown,Unknown,Unknown,LongOff,Middled,1
16,Short,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
16,Short,BabarAzam,Single,1,FullToss,Unknown,Unknown,Drive,ThirdMan,Edged,1
15,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
15,Zampa,BabarAzam,Single,1,FullToss,Unknown,Unknown,Unknown,Cover,Middled,1
15,Zampa,BabarAzam,Wide,1,Unknown,Unknown,Unknown,Unknown,ThirdMan,Edged,1
14,Stanlake,BabarAzam,Single,1,FullLength,OnStumps,Unknown,Flick,MidWicket,Middled,1
14,Stanlake,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,ThirdMan,Middled,1
14,Stanlake,BabarAzam,Dot,0,Unknown,LegStump,SlowerBall,Unknown,MidWicket,Edged,1
13,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,1
13,Zampa,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
13,Zampa,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,Unknown,Middled,1
13,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Drive,Cover,Middled,1
12,Tye,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Cover,Middled,1
12,Tye,BabarAzam,Single,1,Unknown,Unknown,SlowerBall,Unknown,MidWicket,Middled,1
11,Short,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,1
11,Short,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,1
11,Short,BabarAzam,Double,2,Unknown,OnStumps,Unknown,Unknown,Unknown,Middled,1
11,Short,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOff,Middled,1
10,Zampa,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
10,Zampa,BabarAzam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,Point,Middled,1
10,Zampa,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,LongOn,Middled,1
9,Short,BabarAzam,Single,1,FullToss,Unknown,Unknown,Unknown,MidWicket,Middled,1
9,Short,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,1
9,Short,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
8,Zampa,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,MidWicket,Middled,1
7,Marsh,BabarAzam,Dot,0,FullLength,OnStumps,SlowerBall,DefensiveShot,Unknown,Middled,1
7,Marsh,BabarAzam,Dot,0,FullLength,OffStump,Unknown,Unknown,Unknown,Middled,1
7,Marsh,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Flick,MidWicket,Middled,1
6,Tye,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,1
5,Stanlake,BabarAzam,Single,1,Unknown,Unknown,Bouncer,Unknown,ThirdMan,Middled,1
5,Stanlake,BabarAzam,Four,4,FullLength,OutsideOffStump,Unknown,Unknown,Point,Middled,1
5,Stanlake,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,Unknown,Middled,1
4,Coulter-Nile,BabarAzam,Single,1,Unknown,Unknown,Unknown,SquareDrive,Unknown,OnThePads,1
4,Coulter-Nile,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,OnThePads,1
4,Coulter-Nile,BabarAzam,Four,4,Unknown,Unknown,Bouncer,Unknown,Unknown,Middled,1
3,Stanlake,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,Cover,Middled,1
3,Stanlake,BabarAzam,Single,1,FullLength,Unknown,Unknown,Flick,Unknown,OnThePads,1
3,Stanlake,BabarAzam,Dot,0,GoodLength,OutsideOffStump,Unknown,Unknown,Cover,Middled,1
2,Coulter-Nile,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,Cover,Middled,1
2,Coulter-Nile,BabarAzam,Four,4,Unknown,OutsideOffStump,Swing,Drive,Cover,Middled,1
1,Maxwell,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,1
1,Maxwell,BabarAzam,Wide,1,FullLength,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Maxwell,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Cover,Middled,1
1,Maxwell,BabarAzam,Single,1,Unknown,OffStump,Unknown,Unknown,Unknown,Middled,1
14,Tye,BabarAzam,Out,0,Unknown,OutsideOffStump,Unknown,Unknown,Unknown,Middled,1
13,Lyon,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOff,Middled,1
13,Lyon,BabarAzam,Single,1,Unknown,OutsideOffStump,Bouncer,Unknown,SquareLeg,OnThePads,1
12,Zampa,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,Unknown,OnThePads,1
11,Short,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,OnThePads,1
11,Short,BabarAzam,Single,1,Unknown,Unknown,SlowerBall,Unknown,Unknown,Middled,1
11,Short,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,1
11,Short,BabarAzam,Dot,0,Unknown,LegStump,Unknown,Unknown,Cover,Middled,1
10,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,1
10,Zampa,BabarAzam,Single,1,Unknown,Unknown,Spin,Unknown,LongOff,Middled,1
10,Zampa,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,Cover,Middled,1
9,Short,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOff,Middled,1
9,Short,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Edged,1
9,Short,BabarAzam,Double,2,Unknown,Unknown,Spin,Unknown,MidWicket,Middled,1
9,Short,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Point,Middled,1
8,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
8,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOff,Middled,1
8,Zampa,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOff,Middled,1
7,Short,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
7,Short,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
7,Short,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,ThirdMan,Middled,1
6,Tye,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
6,Tye,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Point,Middled,1
6,Tye,BabarAzam,Dot,0,ShortLength,Unknown,Unknown,Pull,MidWicket,Middled,1
6,Tye,BabarAzam,Dot,0,Unknown,OutsideOffStump,SlowerBall,Unknown,Point,Middled,1
5,Lyon,BabarAzam,Single,1,ShortLength,Unknown,Unknown,SquareDrive,Unknown,Middled,1
5,Lyon,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,MidOff,Middled,1
4,Coulter-Nile,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,Unknown,Middled,1
4,Coulter-Nile,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,ThirdMan,Middled,1
4,Coulter-Nile,BabarAzam,Six,6,ShortLength,Unknown,Bouncer,Unknown,ThirdMan,Middled,1
4,Coulter-Nile,BabarAzam,Single,1,Unknown,LegStump,Unknown,Unknown,Unknown,Middled,1
4,Coulter-Nile,BabarAzam,Four,4,Unknown,Unknown,Unknown,Pull,MidWicket,Middled,1
3,Lyon,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
3,Lyon,BabarAzam,Four,4,Unknown,Unknown,Unknown,Sweep,SquareLeg,Edged,1
3,Lyon,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Flick,FineLeg,OnThePads,1
1,Lyon,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Lyon,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Lyon,BabarAzam,Wide,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Lyon,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Lyon,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Edged,1
1,Lyon,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Flick,Unknown,OnThePads,1
1,Lyon,BabarAzam,Dot,0,Unknown,LegStump,Unknown,Wide,Unknown,Middled,1
1,Lyon,BabarAzam,Dot,0,Unknown,Unknown,Spin,Unknown,Unknown,Middled,1
3,Milne,BabarAzam,Out,0,Unknown,OutsideOffStump,Swing,Unknown,Unknown,Edged,1
3,Milne,BabarAzam,Dot,0,ShortLength,Unknown,Unknown,Unknown,Point,Middled,1
2,Southee,BabarAzam,Wide,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,OnThePads,1
2,Southee,BabarAzam,Double,2,FullLength,Unknown,Unknown,Unknown,MidOn,Middled,1
2,Southee,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Patel,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,MidOn,Middled,1
1,Patel,BabarAzam,Dot,0,ShortLength,Unknown,Spin,Unknown,TheSlips,Middled,1
1,Patel,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,MidOff,Middled,1
1,Patel,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Unknown,Point,Middled,1
13,Southee,BabarAzam,Out,0,Unknown,Unknown,Unknown,Unknown,MidOff,Middled,1
13,Southee,BabarAzam,Dot,0,Unknown,OffStump,Unknown,Unknown,Unknown,Middled,1
13,Southee,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,1
13,Southee,BabarAzam,Dot,0,Unknown,LegStump,SlowerBall,Sweep,Unknown,Middled,1
12,de Grandhomme,BabarAzam,Single,1,FullLength,OffStump,Unknown,Sweep,Unknown,Middled,1
12,de Grandhomme,BabarAzam,Dot,0,Unknown,Unknown,SlowerBall,Unknown,ThirdMan,Middled,1
12,de Grandhomme,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,1
12,de Grandhomme,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Flick,FineLeg,OnThePads,1
12,de Grandhomme,BabarAzam,Wide,1,Unknown,Unknown,Unknown,Unknown,TheSlips,Middled,1
11,Sodhi,BabarAzam,Double,2,ShortLength,Unknown,Unknown,Unknown,Point,Middled,1
11,Sodhi,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,Cover,Middled,1
11,Sodhi,BabarAzam,Wide,1,Unknown,OutsideOffStump,Unknown,Unknown,Unknown,Middled,1
11,Sodhi,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Cover,Middled,1
11,Sodhi,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
