OverNumber,Bowlers_Name,Batsman_Name,Outcome,Runs,Delivery_Length,Delivery_Line,Delivery_type,Shot_type,Shot_Field_Position,Hit_type,Innings_No
7,Nasum,BabarAzam,Single,1,FullLength,Null,Wide,Null,MidOn,Middled,2
7,Nasum,BabarAzam,Dot,0,FullLength,Null,Null,Sweep,Null,Missed,2
6,Nasum,BabarAzam,Dot,0,FullLength,MiddleOrLegStump,Null,Null,MidOn,Middled,2
6,Nasum,BabarAzam,Dot,0,FullLength,OutsideOffStump,Null,Cut,Null,Missed,2
6,Nasum,BabarAzam,Dot,0,FullLength,Null,SlowerBall,Null,Null,Middled,2
6,Mustafizur,BabarAzam,Single,1,FullLength,OutsideOffStump,Null,Null,Point,Middled,2
4,Shakib,BabarAzam,Single,1,FullLength,Null,Null,Null,SquareLeg,Middled,2
4,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Null,Null,Null,Middled,2
4,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Null,Null,MidOn,Middled,2
4,Taskin,BabarAzam,Four,4,FullLength,MiddleOrLegStump,FlickerBall,Flick,MidOn,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Null,DefensiveShot,Null,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,MiddleOrLegStump,Null,Null,MidWicket,Middled,2
2,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Null,DefensiveShot,SquareLeg,Middled,2
1,Nasum,BabarAzam,Single,1,FullLength,Null,Null,Null,MidWicket,Middled,2
20,Nasum,BabarAzam,Single,1,FullLength,MiddleOrLegStump,FlickerBall,Flick,SquareLeg,Middled,2
19,Evans,BabarAzam,Dot,0,FullLength,Null,Null,Null,Point,Missed,2
19,Ngarava,BabarAzam,Dot,0,Null,Null,Null,Cut,Point,Middled,2
19,Ngarava,BabarAzam,Four,4,ShortLength,Null,ArmBall,Null,MidWicket,Middled,2
18,Muzarabani,BabarAzam,Dot,0,FullToss,Null,Null,Null,MidOn,Middled,2
18,Muzarabani,BabarAzam,Dot,0,Null,Null,Null,Drive,Wide,Middled,2
17,Ngarava,BabarAzam,Dot,0,Null,Null,Null,Null,Point,Middled,2
17,Ngarava,BabarAzam,Dot,0,Null,Null,Null,Drive,WicketKeeper,Middled,2
17,Ngarava,BabarAzam,Single,1,Null,Null,Null,Null,WicketKeeper,Middled,2
16,Ngarava,BabarAzam,Dot,0,FullLength,OutsideOffStump,Null,Null,Null,Middled,2
16,Ngarava,BabarAzam,Dot,0,Null,OutsideOffStump,Null,Null,MidOff,Middled,2
16,Hasan Mahmud,Babar Azam,Out,-1,ShortLength,OutsideOffStump,Null,Null,DeepCover,Middled,2
16,Hasan Mahmud,Babar Azam,Null,0,Null,OutsideOffStump,Null,Null,Null,Middled,2
15,Saifuddin,Babar Azam,Four,4,GoodLength,Null,Null,Null,MidWicket,Middled,2
15,Saifuddin,Babar Azam,Four,4,FullLength,OutsideOffStump,Null,Null,Null,Middled,2
15,Saifuddin,Babar Azam,Double,2,Yoker,LegStump,Null,Null,SquareLeg,Middled,2
14,Shoriful Islam,Babar Azam,Single,1,Null,Null,Null,Null,SquareLeg,Middled,2
14,Shoriful Islam,Babar Azam,Single,1,GoodLength,LegStump,Null,Null,LongOn,Middled,2
14,Shakib,Babar Azam,Single,1,Null,OutsideOffStump,Null,Null,DeepCover,Middled,2
14,Shakib,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Null,DeepCover,Middled,2
13,Shakib,Babar Azam,Single,1,GoodLength,Null,Null,Null,MidWicket,Middled,2
13,Taskin,Babar Azam,Single,1,FullToss,Null,Null,Null,MidWicket,Middled,2
13,Taskin,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Null,ThirdMan,Middled,2
13,Taskin,Babar Azam,Four,4,ShortLength,Null,Null,Null,FineLeg,Middled,2
12,Shakib,Babar Azam,Single,1,Null,Null,Null,Null,SquareLeg,Middled,2
11,Shakib,Babar Azam,Single,1,FullLength,Null,Null,Null,Null,Middled,2
11,Shoriful Islam,Babar Azam,Four,4,FullLength,Null,Null,Null,Null,Middled,2
11,Shoriful Islam,Babar Azam,Single,1,FullLength,Null,Null,Null,SquareLeg,Middled,2
11,Shoriful Islam,Babar Azam,Dot,0,Null,Null,Null,Null,FineLeg,Middled,2
10,Saifuddin,Babar Azam,Double,2,Null,Null,Null,Null,FineLeg,Middled,2
10,Saifuddin,Babar Azam,Dot,0,Null,OutsideOffStump,Null,Null,ExtraCover,Middled,2
10,Saifuddin,Babar Azam,Dot,0,ShortLength,OutsideOffStump,Null,Cut,Point,Middled,2
10,Saifuddin,Babar Azam,Four,4,Null,OutsideOffStump,Bouncer,Null,Cover,Middled,2
9,Hasan Mahmud,Babar Azam,Four,4,Null,Null,SlowerBall,Null,Null,Middled,2
9,Hasan Mahmud,Babar Azam,Four,4,GoodLength,OutsideOffStump,Null,Drive,Point,Middled,2
8,Hasan Mahmud,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Point,Middled,2
8,Hasan Mahmud,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Null,MidOff,Middled,2
7,Hasan Mahmud,Babar Azam,Double,2,GoodLength,LegStump,Null,Null,SquareLeg,Middled,2
6,Taskin,Babar Azam,Single,1,Null,Null,Null,Null,MidWicket,Middled,2
6,Taskin,Babar Azam,Dot,0,Null,OffStump,Null,DefensiveShot,Null,Middled,2
6,Taskin,Babar Azam,Dot,0,Null,MiddleStump,Null,Flick,Null,Middled,2
17,Taskin,Babar Azam,Four,4,Null,Null,Null,Null,FineLeg,Middled,2
7,Taskin,Babar Azam,Four,4,GoodLength,Null,Null,SquareDrive,Null,Middled,2
7,Shoriful Islam,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Null,DeepCover,Middled,2
7,Taskin,Babar Azam,Dot,0,Null,OffStump,Null,Null,Null,Edged,2
6,Taskin,Babar Azam,Dot,0,Null,OutsideOffStump,Null,Null,Null,Middled,2
6,Taskin,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Null,Null,MidOff,Middled,2
6,Taskin,Babar Azam,Dot,0,Null,Null,Null,DefensiveShot,Null,Middled,2
4,Taskin,Babar Azam,Dot,0,Null,OffStump,Null,DefensiveShot,Null,Middled,2
4,Hasan Mahmud,Babar Azam,Single,1,Null,OffStump,Null,Null,Point,Middled,2
4,Hasan Mahmud,Babar Azam,Dot,0,Null,OutsideOffStump,Null,Null,TheSlips,Middled,2
3,Woakes,Babar Azam,Out,-1,Null,Null,Null,Null,Null,Middled,2
3,Woakes,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Middled,2
3,Woakes,Babar Azam,Four,4,Null,Null,Outswinger,Drive,LongOn,Middled,2
3,Woakes,Babar Azam,Dot,0,Null,OffStump,Null,Null,Null,Middled,2
2,Ravi Bishnoi,Babar Azam,Out,-1,Null,Null,Null,Null,Null,Middled,2
2,Ravi Bishnoi,Babar Azam,Dot,0,Null,Null,Null,DefensiveShot,MidWicket,Middled,2
1,Ravi Bishnoi,Babar Azam,Double,2,FullToss,Null,Null,Null,Cover,Middled,2
1,Bhuvneshwar,Babar Azam,Four,4,ShortLength,Null,Null,SquareDrive,Null,Middled,2
1,Bhuvneshwar,Babar Azam,Double,2,Null,Null,Null,Null,FineLeg,Middled,2
14,Bhuvneshwar,Babar Azam,Single,1,GoodLength,Null,Null,Null,MidWicket,Middled,2
14,Arshdeep Singh,Babar Azam,Single,1,HalfVolley,Null,Null,Null,MidOff,Middled,2
14,Bhuvneshwar,Babar Azam,Dot,0,Null,Null,Null,Null,MidOff,Middled,2
14,Bhuvneshwar,Babar Azam,Four,4,Null,LegStump,Null,Null,MidWicket,Middled,2
12,Bhuvneshwar,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Middled,2
12,Fazalhaq Farooqi,Babar Azam,Out,-1,GoodLength,Null,Null,Null,Null,Edged,2
12,Hasaranga de Silva,Babar Azam,Out,-1,Null,Null,LegBreak,Null,Null,Middled,2
11,Hasaranga de Silva,Babar Azam,Single,1,HalfVolley,Null,Null,Null,DeepCover,Middled,2
11,Hasaranga de Silva,Babar Azam,Dot,0,Null,Null,LegBreak,Null,Cover,Middled,2
11,C Karunaratne,Babar Azam,Single,1,ShortLength,Null,OffCutter,Null,LongOn,Middled,2
11,C Karunaratne,Babar Azam,Single,1,ShortLength,Null,Null,Null,LongOn,Middled,2
6,C Karunaratne,Babar Azam,Single,1,Null,Null,OffCutter,Null,Null,Middled,2
6,Hasaranga de Silva,Babar Azam,Single,1,Null,Null,Null,Null,Null,Middled,2
6,Hasaranga de Silva,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Null,Middled,2
5,Hasaranga de Silva,Babar Azam,Dot,0,FullToss,Null,Null,Null,MidWicket,Middled,2
5,Hasaranga de Silva,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Middled,2
4,Hasaranga de Silva,Babar Azam,Dot,0,Null,Null,Null,DefensiveShot,Cover,Middled,2
4,Dhananjaya,Babar Azam,Double,2,GoodLength,MiddleStump,Null,Null,LongOn,Middled,2
4,Dhananjaya,Babar Azam,Single,1,Null,OutsideOffStump,Null,Null,longOff,Middled,2
3,Dhananjaya,Babar Azam,Double,2,GoodLength,Null,Null,Null,Null,Middled,2
3,Hasaranga de Silva,Babar Azam,Double,2,FullToss,Null,Null,Null,MidWicket,Middled,2
3,Hasaranga de Silva,Babar Azam,Single,1,Null,Null,Null,Null,DeepCover,Middled,2
3,Pramod,Babar Azam,Single,1,ShortLength,Null,Null,Null,MidOn,Middled,2
2,Pramod,Babar Azam,Four,4,GoodLength,Null,Null,Drive,TheSlips,Edged,2
18,Dhananjaya,Babar Azam,Single,1,Null,Null,Null,Null,LongOn,Middled,2
17,Pramod,Babar Azam,Double,2,ShortLength,OutsideOffStump,Null,Null,MidOn,Middled,2
17,Pramod,Babar Azam,Double,2,GoodLength,LegStump,Null,Flick,MidWicket,Middled,2
17,Pramod,Babar Azam,Double,2,Null,Null,Null,Null,Cover,Edged,2
17,Madushanka,Babar Azam,Dot,0,ShortLength,Null,Null,DefensiveShot,Null,Middled,2
16,Madushanka,Babar Azam,Dot,0,GoodLength,OffStump,Null,Drive,Null,Middled,2
16,Madushanka,Babar Azam,Dot,0,Null,Null,Bouncer,Null,Null,Middled,2
15,Madushanka,Babar Azam,Dot,0,Null,Null,Null,Null,MidOff,Middled,2
15,Madushanka,Babar Azam,Dot,0,ShortLength,OutsideOffStump,Null,Null,Point,Middled,2
15,Madushanka,Babar Azam,Five,5,Null,Null,Wide,Null,Null,Middled,2
15,Theekshana,Babar Azam,Single,1,Null,Null,Null,Null,SquareLeg,Middled,2
15,Theekshana,Babar Azam,Four,4,Null,Null,Null,Drive,MidOff,Middled,2
14,Theekshana,Babar Azam,Double,2,Null,Null,Swing,Null,LegSide,Middled,2
14,Pramod,Babar Azam,Out,-1,Null,Null,Null,Null,FineLeg,Middled,2
13,Pramod,Babar Azam,Double,2,Null,Null,Null,Null,MidWicket,Middled,2
13,Theekshana,Babar Azam,Double,2,Null,Null,Null,Null,Null,Middled,2
13,Madushanka,Babar Azam,Single,1,Null,Null,Null,Null,ThirdMan,Middled,2
12,Madushanka,Babar Azam,Dot,0,Null,Null,Null,Null,Null,OnThePads,2
12,Madushanka,Babar Azam,Dot,0,Null,OffStump,Null,Null,Null,Middled,2
12,Ehsan Khan,Babar Azam,Out,-1,Null,Null,SlowerBall,Null,Null,Middled,2
12,Ehsan Khan,Babar Azam,Four,4,Null,Null,Null,Null,SquareLeg,Middled,2
12,Ehsan Khan,Babar Azam,Single,1,Null,Null,Null,Drive,LongOn,Middled,2
11,Shukla,Babar Azam,Single,1,FullLength,Null,Null,Null,MidWicket,Middled,2
11,Shukla,Babar Azam,Single,1,ShortLength,Null,Null,Null,MidWicket,Middled,2
11,Shukla,Babar Azam,Single,1,Null,Null,Null,Drive,MidOff,Middled,2
11,Haroon Arshad,Babar Azam,Single,1,Null,Null,Bouncer,Null,Cover,Edged,2
10,Haroon Arshad,Babar Azam,Dot,0,Null,Null,SlowerBall,Null,Cover,Middled,2
9,Bhuvneshwar,Babar Azam,Out,-1,ShortLength,Null,Bouncer,Null,FineLeg,Edged,2
9,Bhuvneshwar,Babar Azam,Dot,0,Null,Null,Null,Null,MidOn,Middled,2
9,Arshdeep Singh,Babar Azam,Four,4,FullLength,Null,Null,Drive,Null,Middled,2
8,Arshdeep Singh,Babar Azam,Single,1,Null,Null,Null,Null,FineLeg,Middled,2
8,Arshdeep Singh,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Middled,2
8,Arshdeep Singh,Babar Azam,Single,1,ShortLength,Null,Bouncer,Null,Null,Middled,2
8,Arshdeep Singh,Babar Azam,Dot,0,GoodLength,Null,Swing,Null,MidWicket,Middled,2
8,Arshdeep Singh,Babar Azam,Single,1,Null,OutsideOffStump,Wide,Null,Null,Middled,2
7,Arshdeep Singh,Babar Azam,Dot,0,ShortLength,Null,Null,Null,Null,Middled,2
7,Bhuvneshwar,Babar Azam,Single,1,Null,Null,Null,Null,Cover,Middled,2
7,Bhuvneshwar,Babar Azam,Four,4,Null,Null,Null,Drive,MidOff,Middled,2
6,Rashid,Babar Azam,Single,1,FullLength,MiddleStump,Null,Null,FineLeg,Middled,2
6,Rashid,Babar Azam,Single,1,Null,Null,Null,Null,LongOn,Middled,2
6,Jordan,Babar Azam,Dot,0,FullLength,OffStump,Null,Null,MidOn,Middled,2
6,Jordan,Babar Azam,Single,1,Null,OffStump,Null,Null,ThirdMan,Middled,2
5,Jordan,Babar Azam,Four,4,Null,MiddleStump,Null,Null,DeepCover,Middled,2
5,Rashid,Babar Azam,Out,-1,Null,Null,Null,Null,Null,Middled,2
5,Livingstone,Babar Azam,Single,1,Null,Null,Null,Null,Point,Middled,2
5,Livingstone,Babar Azam,Double,2,FullLength,OffStump,Null,Null,LongOn,Middled,2
4,Rashid,Babar Azam,Out,-1,Null,Null,Googly,Null,Null,Middled,2
4,Livingstone,Babar Azam,Single,1,Null,Null,Null,Null,Point,Middled,2
4,Livingstone,Babar Azam,Double,2,FullLength,OffStump,Null,Null,LongOn,Middled,2
3,Woakes,Babar Azam,Single,1,Null,OutsideOffStump,Null,Null,MidWicket,Middled,2
3,Woakes,Babar Azam,Four,4,Null,Null,SlowerBall,Null,FineLeg,Middled,2
3,Woakes,Babar Azam,Dot,0,Null,OffStump,Null,Null,MidWicket,Middled,2
3,Sam Curran,Babar Azam,Single,1,Null,LegStump,Null,Null,Null,Middled,2
2,Woakes,Babar Azam,Three,3,Null,OffStump,Null,Null,MidOn,Middled,2
1,Woakes,Babar Azam,Single,1,Null,MiddleStump,Null,Null,MidOn,Middled,2
1,Sam Curran,Babar Azam,Dot,0,Null,Null,Swing,Null,Null,Middled,2
10,Sam Curran,Babar Azam,Dot,0,FullLength,Null,Bouncer,Cut,Null,Middled,2
9,Sam Curran,Babar Azam,Single,1,Null,Null,Null,Null,Point,Middled,2
8,Sam Curran,Babar Azam,Dot,0,Null,OutsideOffStump,Null,Null,Null,Edged,2
8,Woakes,Babar Azam,Single,1,Null,Null,Null,Null,SquareLeg,Middled,2
7,Woakes,Babar Azam,Dot,0,FullLength,OffStump,Null,Null,MidOff,Middled,2
7,Woakes,Babar Azam,Dot,0,HalfVolley,OffStump,Null,CoverDrive,Cover,Middled,2
7,Woakes,Babar Azam,Single,1,Null,Null,Wide,Null,Null,Middled,2
6,Stokes,Babar Azam,Three,3,ShortLength,Null,Bouncer,Null,Point,Middled,2
6,Stokes,Babar Azam,Dot,0,FullLength,OutsideOffStump,Swing,DefensiveShot,Point,Middled,2
6,Rabada,Babar Azam,Single,1,FullLength,LegStump,Null,Flick,DeepFineLeg,Middled,2
6,Rabada,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Cover,Middled,2
5,Rabada,Babar Azam,Dot,0,Null,Null,Null,Null,MidWicket,Middled,2
5,Ngidi,Babar Azam,Single,1,Null,OnStump,SlowerBall,Null,MidOff,Middled,2
4,Ngidi,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Middled,2
4,Ngidi,Babar Azam,Double,2,FullLength,Null,Null,Null,MidOff,Edged,2
2,Ngidi,Babar Azam,Dot,0,Null,Null,SlowerBall,Null,MidWicket,Middled,2
2,Ngidi,Babar Azam,Dot,0,FullLength,Null,Null,Null,Null,Middled,2
1,Parnell,Babar Azam,Single,1,GoodLength,Null,Null,Null,ThirdMan,Middled,2
2,Parnell,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Point,Middled,2
1,Parnell,Babar Azam,Dot,0,Null,Null,Null,Drive,Null,Middled,2
1,Parnell,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Cover,Middled,2
16,Ngidi,Babar Azam,Out,-1,GoodLength,Null,SlowerBall,Null,MidWicket,Edged,2
15,Ngidi,Babar Azam,Dot,0,GoodLength,OffStump,SlowerBall,Cut,Null,Middled,2
15,Nortje,Babar Azam,Single,1,Null,Null,Null,Null,Cover,Middled,2
1,Arshdeep Singh,Babar Azam,Out,-1,Null,LegStump,Swing,Null,Null,OnThePads,2
12,Boult,BabarAzam,Out,-1,Unknown,OutsideOffStump,Unknown,Unknown,LongOn,Middled,2
13,Boult,BabarAzam,Single,1,Unknown,MiddleOrLegStump,Yorker,Unknown,Unknown,Edged,2
12,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,2
12,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
11,Ferguson,BabarAzam,Double,2,GoodLength,MiddleOrLegStump,FlickerBall,Flick,MidWicket,Middled,2
11,Ferguson,BabarAzam,Zero,0,Unknown,MiddleOrLegStump,FlickerBall,Flick,SquareLeg,Middled,2
11,Ferguson,BabarAzam,Four,4,ShortLength,OutsideOffStump,Unknown,Pull,MidWicket,Middled,2
11,Ferguson,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,DeepCover,Middled,2
10,Sodhi,BabarAzam,Double,2,Unknown,OffStump,Unknown,Unknown,BackwardPoint,Middled,2
10,Sodhi,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Unknown,Point,Middled,2
10,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
10,Sodhi,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,Point,Middled,2
9,Santner,BabarAzam,Single,1,Unknown,Unknown,Unknown,Cut,Unknown,Middled,2
9,Santner,BabarAzam,Single,1,Unknown,OffStump,Unknown,Pull,MidWicket,Middled,2
8,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
8,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
8,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
8,Sodhi,BabarAzam,Zero,0,Unknown,Unknown,LegBreak,Unknown,Unknown,Middled,2
7,Santner,BabarAzam,Single,1,Unknown,MiddleOrLegStump,Unknown,Unknown,Unknown,Edged,2
7,Santner,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,BackwardSquareLeg,Middled,2
7,Santner,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Cover,Middled,2
7,Santner,BabarAzam,Zero,0,Unknown,OutsideOffStump,Unknown,Cut,DeepCover,Middled,2
6,Ferguson,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Gully,Middled,2
6,Ferguson,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,Gully,Edged,2
6,Ferguson,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,SquareLeg,Middled,2
5,Southee,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
5,Southee,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Unknown,BackwardSquareLeg,Middled,2
5,Southee,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Gully,Middled,2
5,Southee,BabarAzam,Single,1,Unknown,Unknown,SlowerBall,SlogandSlogSweep,LegSlip,Middled,2
4,Ferguson,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Point,Middled,2
4,Ferguson,BabarAzam,Single,1,ShortLength,OutsideOffStump,Unknown,Unknown,TheSlips,Middled,2
4,Ferguson,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,TheSlips,Middled,2
4,Ferguson,BabarAzam,Four,4,FullLength,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
3,Boult,BabarAzam,Single,1,Unknown,OffStump,Unknown,Unknown,SquareLeg,Middled,2
3,Boult,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Cut,Point,Middled,2
3,Boult,BabarAzam,Dot,0,ShortLength,Unknown,Unknown,Unknown,MidOff,Middled,2
2,Southee,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidOn,Middled,2
2,Southee,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Unknown,Middled,2
2,Southee,BabarAzam,Dot,0,Unknown,Unknown,LegCutter,Flick,Unknown,Middled,2
2,Southee,BabarAzam,Dot,0,GoodLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
1,Boult,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,BackwardPoint,Middled,2
1,Boult,BabarAzam,Single,1,Unknown,Unknown,Inswinger,Unknown,Unknown,Middled,2
5,MichaelBracewell,BabarAzam,Dot,0,Unknown,Unknown,Unknown,SlogandSlogSweep,MidWicket,Middled,2
4,Southee,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
4,Southee,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Pull,SquareLeg,Middled,2
3,MichaelBracewell,BabarAzam,Dot,0,FullLength,Unknown,TopSpinner,Unknown,SquareLeg,Middled,2
3,MichaelBracewell,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
3,MichaelBracewell,BabarAzam,Single,1,FullLength,OutsideOffStump,TopSpinner,Unknown,SquareLeg,Middled,2
3,MichaelBracewell,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
3,MichaelBracewell,BabarAzam,Dot,0,Unknown,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,2
2,Boult,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
2,Boult,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Cut,WicketKeeper,Middled,2
2,Boult,BabarAzam,Four,4,FullToss,MiddleOrLegStump,SlowerBall,Unknown,MidWicket,Middled,2
2,Boult,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,SillyMidOn,Middled,2
1,Southee,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,SillyMidOn,Middled,2
1,Southee,BabarAzam,Four,4,ShortLength,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
19,Sodhi,BabarAzam,Four,4,FullLength,OutsideOffStump,Wide,Drive,Cover,Middled,2
19,Sodhi,BabarAzam,Dot,0,FullLength,OffStump,SlowerBall,Unknown,Unknown,Middled,2
18,Tickner,BabarAzam,Single,1,FullLength,OutsideOffStump,Unknown,Unknown,Point,Middled,2
18,Tickner,BabarAzam,Four,4,ShortLength,Unknown,Wide,Unknown,MidOff,Middled,2
18,Tickner,BabarAzam,Four,4,GoodLength,OutsideOffStump,Unknown,Pull,MidWicket,Middled,2
18,Tickner,BabarAzam,Double,2,GoodLength,Unknown,Unknown,Unknown,SquareLeg,Middled,2
17,Boult,BabarAzam,Single,1,FullLength,OutsideOffStump,KnuckleBall,Unknown,ThirdMan,Middled,2
17,Boult,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
17,Boult,BabarAzam,Dot,0,GoodLength,OutsideOffStump,Bouncer,Unknown,Cover,Middled,2
16,Southee,BabarAzam,Single,1,FullLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,2
16,Southee,BabarAzam,Dot,0,FullLength,MiddleOrLegStump,Unknown,Unknown,Unknown,Middled,2
15,Boult,BabarAzam,Dot,0,GoodLength,OutsideOffStump,Unknown,Drive,Unknown,Middled,2
15,Boult,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Pull,WicketKeeper,Edged,2
14,Neesham,BabarAzam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
14,Neesham,BabarAzam,Single,1,Unknown,Unknown,Unknown,Drive,LongOn,Middled,2
13,Tickner,BabarAzam,Triple,3,FullLength,MiddleOrLegStump,Unknown,Unknown,BackwardSquareLeg,Middled,2
12,Southee,BabarAzam,Single,1,GoodLength,OutsideOffStump,Bouncer,Drive,DeepExtraCover,Middled,2
12,Southee,BabarAzam,Single,1,ShortLength,Unknown,Wide,Unknown,Unknown,Middled,2
12,Southee,BabarAzam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Unknown,Unknown,Middled,2
12,Southee,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,SlogandSlogSweep,WicketKeeper,Middled,2
11,Michael Bracewell,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Drive,LongOn,Middled,2
11,Michael Bracewell,BabarAzam,Double,2,Unknown,Unknown,HalfTracker,Pull,Unknown,Middled,2
11,Michael Bracewell,BabarAzam,Single,1,FullLength,OutsideOffStump,Unknown,Unknown,MidWicket,Middled,2
11,Michael Bracewell,BabarAzam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Drive,BackwardSquareLeg,Middled,2
10,Sodhi,BabarAzam,Single,1,Unknown,Unknown,Unknown,Pull,MidWicket,Middled,2
10,Sodhi,BabarAzam,Single,1,Unknown,MiddleOrLegStump,Unknown,Unknown,LongOn,Middled,2
10,Sodhi,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
9,Neesham,BabarAzam,Single,1,Unknown,MiddleOrLegStump,Unknown,Unknown,LongOn,Middled,2
9,Neesham,BabarAzam,Double,2,Unknown,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
9,Neesham,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
8,Sodhi,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Cut,Unknown,Middled,2
8,Sodhi,BabarAzam,Double,2,Unknown,MiddleOrLegStump,Unknown,Unknown,SquareLeg,Middled,2
8,Sodhi,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Unknown,FineLeg,Middled,2
7,Neesham,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
7,Neesham,BabarAzam,Dot,0,Unknown,Unknown,Unknown,DefensiveShot,Unknown,Middled,2
7,Neesham,BabarAzam,Four,4,Unknown,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
7,Neesham,BabarAzam,Dot,0,Unknown,Unknown,Unknown,DefensiveShot,Unknown,Middled,2
6,Tickner,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
5,Southee,BabarAzam,Double,2,GoodLength,OutsideOffStump,Unknown,Drive,Cover,Middled,2
5,Southee,BabarAzam,Single,1,FullLength,MiddleOrLegStump,Unknown,Unknown,SquareLeg,Middled,2
4,Tickner,BabarAzam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
4,Tickner,BabarAzam,Dot,0,GoodLength,OutsideOffStump,Unknown,DefensiveShot,MidOff,Middled,2
